Pokemon,Description
DunsparceNokotchi(ノコッチ)(0206),"Dunsparce is asnake-like Pokémon.[235][236]Other than snakes, Dunsparce has been described as resembling larvae orpupae.[237]Dunsparce is small and yellow,[235][236]with tiny wings on its back, spikes on its chin, a stinger,[237]and closed eyes.[238]Dunsparce's wings, oftentimes covered in mud,[175]are not capable of flight. Instead, they dig holes and burrow inDigletttunnels.[236][238]Dunsparce was designed by Hironobu Yoshida.[229]Dunsparce is likely based on thetsuchinoko, a large snake-like creature inJapanese folkloresaid to be able to leap great distances,[239]with the Pokémon's Japanese name being a rearrangement of tsuchinoko. Due to its wings, Dunsparce may also be based on the mythological creatureamphitere.[175]Dunsparce's name is a combination of the words ""dun"" and ""sparse"".[35]In theGoldandSilverbeta, Dunsparce had a ""more serpentine"" design"", as well as originally not having wings on its back.[240]Pokémon ScarletandVioletintroduced an evolution to Dunsparce calledDudunsparce.[235][237][238]"
GligarGligar(グライガー)(0207),"Gligar is ascorpion-like Pokémon. Gligar is pink,[80]and depicted withpincersand astingertail.[234][78]Alongside scorpions, Gligar is also based on bats due to its bat-like wings and elongated ears. When hunting for prey, Gligar targets the prey's face before injecting poison into the prey using its stinger.[78]Gligar's name is a combination of ""glide"" and ""gargoyle"".[35]Pokémon DiamondandPearlintroduced an evolution to Gligar calledGliscor. In the anime, Ash obtained a Gligar for his team, which later evolved into a Gliscor.[241]"
SteelixHaganēru(ハガネール)(0208),"Steelix is a snake-like Pokémon.[242]It is the evolution the first generation PokémonOnix, occurring in-universe when an Onix is exposed to high amounts of pressure underground and consumption of iron, converting its body into a metallicdiamond-like structure.[129][243]Steelix is capable of burrowing to theEarth's core.[244]It can weigh around over 400 kilograms (880 lb) and is typically around 92 meters (302 ft) in length,[243][245]with records reaching up to nearly 1 kilometre (0.62 mi).[244][246]Steelix appears as a boss fight inNew Pokémon Snap.[247]In the anime, Steelix is owned by gym leader and main characterBrock,[242]originally starting out as an Onix.[248]Its name is a combination of ""steel"" and ""onyx"".[35]In the sixth generation, Steelix gained aMega Evolution.[244][246]"
SnubbullBurū(ブルー)(0209),"Snubbull and Granbull arebulldog-like Pokémon. Snubbull has a pink and blue coat,[249]quiveringjowls, beady eyes and anunderbite.[250][251]Despite its appearance, Snubbull is known for being playful and kind,[250]as well as being a popular Pokémon among women in the Pokémon world.[252][253]Prior to the release ofGoldandSilver, Snubbull first appeared in the short moviePikachu's Vacation.[251]Alongside bulldogs, Snubbull is also based oncù-sìth, a mythological creature that translates into English as ""fairy dog"".[254]Granbull is the evolution of Snubbull. Granbull is purple in color,[255]with a more sinister demeanor and brandishing two large teeth protruding from its jaw. Despite its shy and timid nature, it can still cause harm with its powerful jaw.[249]In-universe, Granbull is a popular Pokémon with children.[256]Snubbull and Granbull's names are partially derived from ""bulldog"", with Snubbull's combining with the word ""snub"" and Granbull's combining with the word ""grand"".[35]"
GranbullGranbull(グランブル)(0210),—
QwilfishHarīsen(ハリーセン)(0211),"Qwilfish is a Pokémon which has been stated to be based on theporcupinefishgenusdiodon, which have the ability to use powerful toxins to their advantage, a trait reflected in Qwilfish's ability to use poison.[83]It has also been compared to ablowfish[257]and apufferfish.[258]Qwilfish's name comes from the words ""quill"" and ""fish"".[35]Qwilfish, in the series' lore, is considered to be a weak swimmer. Qwilfish can inhale water and then use the pressure from its body to shoot toxic spines at enemies.[258]Qwilfish's spines have poison strong enough to cause a human to faint.[259]Pokémon Legends: Arceusintroduced aHisuian variant of Qwilfish, which has the ability to evolve intoOverqwil.[260]"
ScizorHassamu(ハッサム)(0212),"Scizor is a bipedal,praying mantis-like Pokémon.[71]It is the evolution ofScyther, obtainable after trading a Scyther holding a Metal Coat item to another player.[261]Scizor has a body composed of steel, which causes it to be unfazed by most attacks that come its way.[139][262]It is primarily red in color, with two pairs of grey retractable wings.[71]Scizor uses its wings to regulate its body temperature.[139][262]At the end of its arms are two large, round, metallic pincers, capable of cutting anything.[129][58]Scizor gained aMega EvolutioninPokémon XandY.[129]Alongside the praying mantis, Scizor's design may also take inspiration from flyingred antsandwasp mantidfly.[71]Scizor's Japanese name is a reference to the Japanese verb for ""to cut"" (hasamu),[175]whereas its English name derives fromscissors.[35]"
ShuckleTsubotsubo(ツボツボ)(0213),"Shuckle is a Pokémon that lives within a bumpy redshell,[263]which is covered inbarnacles.[252]Its shell serves two purposes: for Shuckle to hide inside it, and for Shuckle to store berries within it. Shuckle can also retreat from its shell when threatened.[263]When storing berries, Shuckle excretes digestive fluids from its toes onto the berries tofermentthem, eventually converting the berries into juice.[264][265]This liquid is consumed by both the host Shuckle as well as people.[263][266]Shuckle's design origins are ambiguous, with different writers suggesting what the Pokémon is based on. Writers fromKotaku,TheGamerandPaste Magazinesuggest the Pokémon is based onwormsandturtles.[129][263][264]The Journal of Geek Studiesbelieves Shuckle to possibly be based on anendolithicfungi.[71]Shuckle's name may be a combination of ""shuck"" and ""turtle"".[35]"
HeracrossHeracross(ヘラクロス)(0214),"Heracross is a bipedal,beetle-like Pokémon. It has a blue, armor-likeexoskeleton,[71][267]a large horn in the center of its head, and two antennae split between the horn.[268]The horn can differ in appearance depending on the Heracross's gender; females have heart-shaped tip whilst males have a two-prong cross-shaped tip.[269][71]Heracross can range from being docile to toppling over trees, depending on its mood and behavior.[58]Additionally, Heracross has a major role in the anime series, being one of the Pokémon Ash traveled with when exploring the Johto region.[268][270][271]Heracross is based on theJapanese rhinoceros beetle,[71][272]beetles known for their combativeness and strength ininsect fighting, which may have inspired the Pokémon's Fighting type.[51][273]However, its name originates from the ""Hercules beetle"" and ""cross"".[35]InPokémon XandY, Heracross received aMega Evolution.[268]"
SneaselNyūra(ニューラ)(0215),"Sneasel is a species of Pokémon with resemblance to bothcatsandweasels.[239][274][275]Sneasel was initially brown in color;[74]this was later changed to give Sneasel navy blue bodies with pink feathers,[276]with male Sneasel having a longer feather growing atop its head compared to females. The Pokémon has long claws, with which it punches into bark to climb trees.[277]It is described as being sneaky and deceptive, oftentimes stealing eggs from other Pokémon's nests and eating them.[277]Sneasel is likely based on the Japanese mythological creaturekamaitachi.[239]Sneasel's English name is a combination of ""sneaky"" and ""weasel"".[35]InDiamondandPearl, Sneasel can evolve intoWeavilewhen leveling up while holding a Razor Claw item at night.[278]InPokémon Legends: Arceus, aform of Sneaselnative to the Hisui region is introduced, which evolves intoSneasler.[279]"
TeddiursaHimeguma(ヒメグマ)(0216),"Teddiursa is abear cub-like Pokémon. Teddiursa is small, and has a definingcrescent moon-shaped marking on its head.[280]This mark can glow when consuminghoney.[281][282]It likes to lick its own paws as they are sweetened by being soaked in honey,[283]and also does so for comfort when nervous.[284]Alongside bear cubs, Teddiursa may be based onteddy bears.[281][282][285]Teddiursa evolves into Ursaring, agrizzly bear-like Pokémon.[282]Ursaring is brown in color and big and powerful in stature.[286][287]It has a yellow ring on its body representing afull moon.[281]It is often aggressive towards those that threaten its offspring, as well as to Pokémon such asPrimeapewhen searching for berries in the treetops.[282]Ursaring lives in forests containing tall trees andstreams, which is where it gathers food. It can snap trees with its forearms.[282][283]Alongside bears, Teddiursa and Ursaring are based on theconstellationsUrsa MinorandUrsa Majorrespectively.[288][281]Both Pokémon's English names contain the Latin word for bear ""Ursa"", with Teddiursa's combining it with ""teddy bear"" and Ursaring's combining with ""ring"".[35]Pokémon Legends: Arceusintroduced an evolution to Ursaring calledUrsaluna.[283]"
UrsaringRinguma(リングマ)(0217),Ursaluna (#901)
SlugmaMagumaggu(マグマッグ)(0218),"Slugma is aslug-like Pokémon. Slugma's body is composed entirely of moltenmagma, which it uses as acirculatory system. It has to continue moving, as otherwise its body would cool and harden, causing chunks to fall off and decrease Slugma's size.[289]Slugma also has two flames atop its head, acting asfeelers.[290]In media, the animatedPokétoonseries has an episode dedicated to Slugma.[291]Slugma's name is a combination of ""slug"" and ""magma"".[35]Magcargo, asnail-like Pokémon, is the evolution of Slugma. Magcargo carries ashellconsisting ofvolcanic rock,[289]as well as large yellow eyes.[292]Flames can erupt from any hole from its shell, turning Magcargo's habitat into a ""flash firezone"".[129]It is stated in the Pokédex that Magcargo'sbody temperaturereaches 18,000 degreesFahrenheit, twice the temperature of the surface of the sun.[292][293]Magcargo's name may be a combination of ""magma"" and ""escargot"",[35]as well as ""cargo"".[289]"
